code,term
J851,Abscess of lung with pneumonia
J15,"Bacterial pneumonia, not elsewhere classified"
B250,Cytomegaloviral pneumonitis J17.1
B206,HIV disease resulting in Pneumocystis jirovecii pneumonia
J100,"Influenza with pneumonia, seasonal influenza virus identified"
J110,"Influenza with pneumonia, virus not identified"
B052,Measles complicated by pneumonia J17.1
J14,Pneumonia due to Haemophilus influenzae
J13,Pneumonia due to Streptococcus pneumoniae
J16,"Pneumonia due to other infectious organisms, not elsewhere classified"
J17,Pneumonia in diseases classified elsewhere
J18,"Pneumonia, organism unspecified"
U04,Severe acute respiratory syndrome [SARS]
B012,Varicella pneumonia J17.1
J12,"Viral pneumonia, not elsewhere classified"
